PB_ID,EX_ID,PB_NUM,PB_QUES,PB_DETAIL,PB_CHOI1,PB_CHOI2,PB_CHOI3,PB_CHOI4,PB_ANS,PB_SOLU,PB_CR,PB_TOPIC
228,3,28,소프트웨어 설치 매뉴얼에 대한 설명으로 틀린 것은?,,설치과정에서 표시될 수 있는 예외상황에 관련 내용을 별도로 구분하여 설명한다.,설치 시작부터 완료할 때까지의 전 과정을 빠짐없이 순서대로 설명한다.,설치 매뉴얼은 개발자 기준으로 작성한다.,"설치 매뉴얼에는 목차, 개요, 기본사항 등이 기본적으로 포함되어야 한다.",3,,93,
229,3,29,인터페이스 구현 검증 도구가 아닌 것은?,,ESB,xUnit,STAF,NTAF,1,,65,
230,3,30,소프트웨어 형상 관리에서 관리 항목에 포함되지 않는 것은?,,프로젝트 요구 분석서,소스 코드,운영 및 설치 지침서,프로젝트 개발 비용,4,,82,
231,3,31,다음 설명에 해당하는 것은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m31.gif,외부 스키마,내부 스키마,개념 스키마,슈퍼 스키마,2,,74,
232,3,32,다음 트리에 대한 INORDER 운행 결과는?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m32.gif,D B A E C F,A B D C E F,D B E C F A,A B C D E F,1,,75,
233,3,33,n 개의 노드로 구성된 무방향 그래프의 최대 간선수는?,,n－1,n／2,n(n－1)／2,n(n＋1),3,,80,
234,3,34,다음이 설명하는 테스트 용어는?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m34.gif,테스트 케이스,테스트 시나리오,테스트 오라클,테스트 데이터,3,,63,
235,3,35,빌드 자동화 도구에 대한 설명으로 틀린 것은?,,Gradle은 실행할 처리 명령들을 모아 태스크로 만든 후 태스크 단위로 실행한다.,빌드 자동화 도구는 지속적인 통합개발환경 에 서 유용하게 활용된다.,"빌드 자동화 도구에는 Ant, Gradle, Jenkins등이 있다.",Jenkins는 Groovy 기반으로 한 오픈소스로 안드로이드 앱 개발 환경에서 사용된다.,4,,69,
236,3,36,저작권 관리 구성 요소에 대한 설명이 틀린 것은?,,콘텐츠 제공자(Contents Provider) : 콘텐츠를 제공하는 저작권자,콘텐츠 분배자(Contents Distributor) : 콘텐츠를 메타 데이터와 함께 배포 가능한 단위로 묶는 기능,클리어링 하우스(Clearing House) : 키 관리 및 라이선스 발급 관리,DRM 컨트롤러 : 배포된 콘텐츠의 이용 권한을 통제,2,,72,
237,3,37,블랙박스 테스트 기법으로 거리가 먼 것은?,,기초 경로 검사,동치 클래스 분해,경계값 분석,원인 결과 그래프,1,,72,
238,3,38,"해싱함수 중 레코드 키를 여러 부분으로 나누고, 나눈 부분의 각 숫자를 더하거나 XOR한 값을 홈 주소로 사용하는 방식은?",,제산법,폴딩법,기수변환법,숫자분석법,2,,61,
239,3,39,다음에서 설명하는 클린 코드 작성 원칙은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m39.gif,다형성,단순성,추상화,의존성,2,,86,
240,3,40,디지털 저작권 관리(DRM) 기술과 거리가 먼 것은?,,콘텐츠 암호화 및 키 관리,콘텐츠 식별체계 표현,콘텐츠 오류 감지 및 복구,라이선스 발급 및 관리,3,,81,
241,3,41,다음 설명과 관련 있는 트랜잭션의 특징은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m41.gif,Durability,Isolation,Consistency,Atomicity,4,,73,
242,3,42,"데이터베이스에 영향을 주는 생성, 읽기, 갱신, 삭제 연산으로 프로세스와 테이블 간에 매트릭스를 만들어서 트랜잭션을 분석하는 것은?",,CASE 분석,일치 분석,CRUD 분석,연관성 분석,3,,75,
243,3,43,"정규화된 엔티티, 속성, 관계를 시스템의 성능 향상과 개발 운영의 단순화를 위해 중복, 통합, 분리 등을 수행하는 데이터 모델링 기법은?",,인덱스정규화,반정규화,집단화,머징,2,,70,
244,3,44,"학생 테이블을 생성한 후, 성별 필드가 누락되어 이를 추가하려고 한다. 이에 적합한 SQL 명령어는?",,INSERT,ALTER,DROP,MODIFY,2,,75,
245,3,45,정규화의 필요성으로 거리가 먼 것은?,,데이터 구조의 안정성 최대화,중복 데이터의 활성화,"수정, 삭제 시 이상현상의 최소화",테이블 불일치 위험의 최소화,2,,90,
246,3,46,개체-관계 모델의 E-R 다이어그램에서 사용되는 기호와 그 의미의 연결이 틀린 것은?,,사각형 - 개체 타입,삼각형 - 속성,선 - 개체타입과 속성을 연결,마름모 - 관계 타입,2,,87,
247,3,47,다음 SQL문에서 빈칸에 들어갈 내용으로 옳은 것은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m47.gif,FROM,SET,INTO,TO,2,,82,
248,3,48,릴레이션에 있는 모든 튜플에 대해 유일성은 만족시키지만 최소성은 만족시키지 못하는 키는?,,후보키,기본키,슈퍼키,외래키,3,,77,
249,3,49,DBA가 사용자 PARK에게 테이블 [STUDENT]의 데이터를 갱신할 수 있는 시스템 권한을 부여하고자 하는 SQL문을 작성하고자 한다. 다음에 주어진 SQL문의 빈칸을 알맞게 채운 것은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m49.gif,"㉠ INSERT, ㉡ INTO","㉠ ALTER, ㉡ TO","㉠ UPDATE, ㉡ ON","㉠ REPLACE, ㉡ IN",3,,76,
250,3,50,관계대수에 대한 설명으로 틀린 것은?,,주어진 릴레이션 조작을 위한 연산의 집합이다.,일반 집합 연산과 순수 관계 연산으로 구분된다.,질의에 대한 해를 구하기 위해 수행해야 할 연산의 순서를 명시한다.,원하는 정보와 그 정보를 어떻게 유도하는가를 기술하는 비절차적방법이다.,4,,81,
251,3,51,다음 SQL문의 실행 결과는?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m51.gif,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m51b1.gif,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m51b2.gif,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m51b3.gif,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m51b4.gif,3,,73,
252,3,52,로킹(Locking) 기법에 대한 설명으로 틀린 것은?,,로킹의 대상이 되는 객체의 크기를 로킹 단위라고 한다.,로킹 단위가 작아지면 병행성 수준이 낮아진다.,데이터베이스도 로킹 단위가 될 수 있다.,로킹 단위가 커지면 로크 수가 작아 로킹 오버헤드가 감소한다.,2,,79,
253,3,53,사용자 X1에게 department 테이블에 대한 검색 연산을 회수하는 명령은?,,delete select on department to X1;,remove select on department from X1;,revoke select on department from X1;,grant select on department from X1;,3,,86,
254,3,54,뷰(VIEW)에 대한 설명으로 틀린 것은?,,뷰 위에 또 다른 뷰를 정의할 수 있다.,"뷰에 대한 조작에서 삽입, 갱신, 삭제 연산은 제약이 따른다.",뷰의 정의는 기본 테이블과 같이 ALTER문을 이용하여 변경한다.,뷰가 정의된 기본 테이블이 제거되면 뷰도 자동적으로 제거된다.,3,,65,
255,3,55,데이터 모델에 표시해야 할 요소로 거리가 먼 것은?,,논리적 데이터 구조,출력 구조,연산,제약조건,2,,51,
256,3,56,제 3정규형에서 보이스코드 정규형(BCNF)으로 정규화하기 위한 작업은?,,원자 값이 아닌 도메인을 분해,부분 함수 종속 제거,이행 함수 종속 제거,결정자가 후보키가 아닌 함수 종속 제거,4,,81,
257,3,57,"A1, A2, A3 3개 속성을 갖는 한 릴레이션에서 A1의 도메인은 3개 값, A2의 도메인은 2개 값, A3의 도메인은 4개 값을 갖는다. 이 릴레이션에 존재할 수 있는 가능한 튜플(Tuple)의 최대 수는?",,24,12,8,9,1,,79,
258,3,58,데이터베이스 설계 시 물리적 설계 단계에서 수행하는 사항이 아닌 것은?,,저장 레코드 양식 설계,레코드 집중의 분석 및 설계,접근 경로 설계,목표 DBMS에 맞는 스키마 설계,4,,71,
259,3,59,"한 릴레이션 스키마가 4개 속성, 2개 후보키 그리고 그 스키마의 대응 릴레이션 인스턴스가 7개 튜플을 갖는다면 그 릴레이션의 차수(degree)는?",,1,2,4,7,3,,71,
260,3,60,데이터웨어하우스의 기본적인 OLAP(on-line analytical processing) 연산이 아닌 것은?,,translate,roll-up,dicing,drill-down,1,,59,
261,3,61,UNIX SHELL 환경 변수를 출력하는 명령어가 아닌 것은?,,configenv,printenv,env,setenv,1,,52,
262,3,62,Java 프로그래밍 언어의 정수 데이터 타입 중 'long'의 크기는?,,1byte,2byte,4byte,8byte,4,,80,
263,3,63,Java에서 사용되는 출력 함수가 아닌 것은?,,System.out.print( ),System.out.println( ),System.out.printing( ),System.out.printf( ),3,,87,
264,3,64,운영체제에서 커널의 기능이 아닌 것은?,,"프로세스 생성, 종료",사용자 인터페이스,"기억 장치 할당, 회수",파일 시스템 관리,2,,73,
265,3,65,OSI 7계층에서 단말기 사이에 오류 수정과 흐름제어를 수행하여 신뢰성 있고 명확한 데이터를 전달하는 계층은?,,전송 계층,응용 계층,세션 계층,표현 계층,1,,85,
266,3,66,다음 쉘 스크립트의 의미로 옳은 것은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m66.gif,wow 사용자가 로그인한 경우에만 반복문을 수행한다.,wow 사용자가 로그인할 때까지 반복문을 수행한다.,wow 문자열을 복사한다.,wow 사용자에 대한 정보를 무한 반복하여 출력한다.,2,,75,
267,3,67,다음 자바 코드를 실행한 결과는?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m67.gif,x＝7 y＝0,x＝6 y＝-1,x＝7 y＝-1,Unresolved compilation problem 오류 발생,4,,69,
268,3,68,다음 파이썬으로 구현된 프로그램의 실행 결과로 옳은 것은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m68.gif,"[20, 60]","[60, 20]","[0, 20, 40, 60]","[10, 30, 50, 70]",3,,73,
269,3,69,공통모듈의 재사용 범위에 따른 분류가 아닌 것은?,,컴포넌트 재사용,더미코드 재사용,함수와 객체 재사용,애플리케이션 재사용,2,,74,
270,3,70,"다음과 같은 프로세스가 차례로 큐에 도착하였을 때, SJF(Shortest Job First) 정책을 사용할 경우 가장 먼저 처리되는 작업은?",https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m70.gif,P1,P2,P3,P4,4,,86,
271,3,71,"4개의 페이지를 수용할 수 있는 주기억장치가 있으며, 초기에는 모두 비어 있다고 가정한다. 다음의 순서로 페이지 참조가 발생할 때, FIFO 페이지 교체 알고리즘을 사용할 경우 페이지 결함의 발생 횟수는?",https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m71.gif,6회,7회,8회,9회,1,,69,
272,3,72,"TCP 흐름제어기법 중 프레임이 손실되었을 때, 손실된 프레임 1개를 전송하고 수신자의 응답을 기다리는 방식으로 한 번에 프레임 1개만 전송할 수 있는 기법은?",,Slow Start,Sliding Window,Stop and Wait,Congestion Avoidance,3,,86,
273,3,73,결합도(Coupling)에 대한 설명으로 틀린 것은?,,"데이터 결합도(Data Coupling)는 두 모듈이 매개변수로 자료를 전달할 때, 자료구조 형태로 전달되어 이용될 때 데이터가 결합되어 있다고 한다.",내용 결합도(Content Coupling)는 하나의 모듈이 직접적으로 다른 모듈의 내용을 참조할 때 두 모듈은 내용적으로 결합되어 있다고 한다.,공통 결합도(Common Coupling)는 두 모듈이 동일한 전역 데이터를 접근한다면 공통결합 되어 있다고 한다.,"결합도(Coupling)는 두 모듈간의 상호작용, 또는 의존도 정도를 나타내는 것이다.",1,,56,
274,3,74,"응집도의 종류 중 서로 간에 어떠한 의미 있는 연관관계도 지니지 않은 기능 요소로 구성되는 경우이며, 서로 다른 상위 모듈에 의해 호출되어 처리상의 연관성이 없는 서로 다른 기능을 수행하는 경우의 응집도는?",,Functional Cohesion,Sequential Cohesion,Logical Cohesion,Coincidental Cohesion,4,,64,
275,3,75,자바에서 사용하는 접근제어자의 종류가 아닌 것은?,,internal,private,default,public,1,,74,
276,3,76,UDP 특성에 해당되는 것은?,,"데이터 전송 후, ACK를 받는다.",송신 중에 링크를 유지 관리하므로 신뢰성이 높다.,흐름제어나 순서제어가 없어 전송속도가 빠르다.,제어를 위한 오버헤드가 크다.,3,,74,
277,3,77,"다음과 같은 세그먼트 테이블을 가지는 시스템에서 논리 주소(2, 176)에 대한 물리 주소는?",https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m77.gif,398,400,1928,1930,1,,71,
278,3,78,TCP/IP에서 사용되는 논리주소를 물리주소로 변환시켜 주는 프로토콜은?,,TCP,ARP,FTP,IP,2,,76,
279,3,79,C언어에서 구조체를 사용하여 데이터를 처리할 때 사용하는 것은?,,for,scanf,struct,abstract,3,,83,
280,3,80,PHP에서 사용 가능한 연산자가 아닌 것은?,,@,#,＜＞,===,2,,58,
281,3,81,이용자가 인터넷과 같은 공중망에 사설망을 구축하여 마치 전용망을 사용하는 효과를 가지는 보안 솔루션은?,,ZIGBEE,KDD,IDS,VPN,4,,84,
282,3,82,CMM(Capability Maturity Model) 모델의 레벨로 옳지 않은 것은?,,최적단계,관리단계,계획단계,정의단계,3,,54,
283,3,83,다음 설명에 해당하는 생명주기 모형으로 가장 옳은 것은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m83.gif,패키지 모형,코코모 모형,폭포수 모형,관계형 모델,3,,90,
284,3,84,서비스 지향 아키텍처 기반 애플리케이션을 구성하는 층이 아닌 것은?,,표현층,프로세스층,제어 클래스층,비즈니스층,3,,48,
285,3,85,다음 내용이 설명하는 스토리지 시스템은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m85.gif,DAS,NAS,N-SCREEN,NFC,1,,75,
286,3,86,소프트웨어 개발 프레임워크의 적용 효과로 볼 수 없는 것은?,,공통 컴포넌트 재사용으로 중복 예산 절감,기술종속으로 인한 선행사업자 의존도 증대,표준화된 연계모듈 활용으로 상호 운용성 향상,개발표준에 의한 모듈화로 유지보수 용이,2,,86,
287,3,87,SoftTech사에서 개발된 것으로 구조적 요구 분석을 하기 위해 블록 다이어그램을 채택한 자동화 도구는?,,SREM,PSL/PSA,HIPO,SADT,4,,55,
288,3,88,익스트림 프로그래밍 (eXtreme Programming)의 5가지 가치에 속하지 않는 것은?,,의사소통,단순성,피드백,고객 배제,4,,90,
289,3,89,다음은 정보의 접근통제 정책에 대한 설명이다. (ㄱ)에 들어갈 내용으로 옳은 것은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m89.gif,NAC,MAC,SDAC,AAC,2,,69,
290,3,90,소프트웨어 개발 모델 중 나선형 모델의 4가지 주요 활동이 순서대로 나열된 것은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m90.gif,Ⓐ-Ⓑ-Ⓓ-Ⓒ순으로 반복,Ⓐ-Ⓓ-Ⓒ-Ⓑ순으로 반복,Ⓐ-Ⓑ-Ⓒ-Ⓓ순으로 반복,Ⓐ-Ⓒ-Ⓑ-Ⓓ순으로 반복,2,,82,
291,3,91,소프트웨어 비용 추정모형(estimation models)이 아닌 것은?,,COCOMO,Putnam,Function-Point,PERT,4,,68,
292,3,92,공개키 암호화 방식에 대한 설명으로 틀린 것은?,,공개키로 암호화된 메시지는 반드시 공개키로 복호화 해야 한다.,비대칭 암호기법이라고도 한다.,대표적인 기법은 RSA 기법이 있다.,"키 분배가 용이하고, 관리해야 할 키 개수가 적다.",1,,67,
293,3,93,다음이 설명하는 다중화 기술은?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m93.gif,Wavelength Division Multiplexing,Frequency Division Multiplexing,Code Division Multiplexing,Time Division Multiplexing,1,,82,
294,3,94,"웹페이지에 악의적인 스크립트를 포함시켜 사용자 측에서 실행되게 유도함으로써, 정보유출 등의 공격을 유발할 수 있는 취약점은?",,Ransomware,Pharming,Phishing,XSS,4,,60,
295,3,95,CBD(Component Based Development) 에 대한 설명으로 틀린 것은?,,개발 기간 단축으로 인한 생산성 향상,새로운 기능 추가가 쉬운 확장성,소프트웨어 재사용이 가능,1960년대까지 가장 많이 적용되었던 소프트웨어 개발 방법,4,,83,
296,3,96,소프트웨어 정의 데이터센터(SDDC : Software Defined Data Center)에 대한 설명으로 틀린 것은?,,"컴퓨팅, 네트워킹, 스토리지, 관리 등을 모두 소프트웨어로 정의한다.",인력 개입 없이 소프트웨어 조작만으로 자동 제어 관리한다.,데이터센터 내 모든 자원을 가상화하여 서비스한다.,특정 하드웨어 에 종속되어 특화된 업무를 서비스하기에 적합하다.,4,,64,
297,3,97,컴퓨터 운영체제의 커널에 보안 기능을 추가한 것으로 운영체제의 보안상 결함으로 인하여 발생 가능한 각종 해킹으로부터 시스템을 보호하기 위하여 사용되는 것은?,,GPIB,CentOS,XSS,Secure OS,4,,84,
298,3,98,NS(Nassi-Schneiderman) chart에 대한 설명으로 거리가 먼 것은?,,논리의 기술에 중점을 둔 도형식 표현 방법이다.,"연속, 선택 및 다중 선택, 반복 등의 제어논리 구조로 표현한다.",주로 화살표를 사용하여 논리적인 제어구조로 흐름을 표현한다.,조건이 복합되어 있는 곳의 처리를 시각적으로 명확히 식별하는데 적합하다.,3,,64,
299,3,99,다음 내용에 적합한 용어는?,https://www.cbtbank.kr/images/iz/iz20200926/iz20200926m99.gif,MapReduce,SQL,Hijacking,Logs,1,,74,
300,3,100,소프트웨어 프로세스에 대한 개선 및 능력 측정 기준에 대한 국제 표준은?,,ISO 14001,IEEE 802.5,IEEE 488,SPICE,4,,73,
301,4,1,"운영체제 분석을 위해 리눅스에서 버전을 확인하고자 할 때 사용되는 명령어는?(문제 오류로 가답안 발표시 4번으로 발표되었지만 확정답안 발표시 2, 4번이 정답처리 되었습니다. 여기서는 가답안인 4번을 누르시면 정답 처리 됩니다.)",,ls,cat,pwd,uname,4,,86,
302,4,2,"통신을 위한 프로그램을 생성하여 포트를 할당하고, 클라이언트의 통신 요청 시 클라이언트와 연결하는 내·외부 송·수신 연계기술은?",,DB링크 기술,소켓 기술,스크럼 기술,프로토타입 기술,2,,81,
303,4,3,객체지향 개념에서 연관된 데이터와 함수를 함께 묶어 외부와 경계를 만들고 필요한 인터페이스만을 밖으로 드러내는 과정은?,,메시지(Message),캡슐화(Encapsulation),다형성(Polymorphism),상속(Inheritance),2,,92,
304,4,4,GoF(Gangs of Four) 디자인 패턴의 생성패턴에 속하지 않는 것은?,,추상 팩토리(Abstract Factory),빌더(Builder),어댑터(Adapter),싱글턴(Singleton),3,,73,
305,4,5,응용프로그램의 프로시저를 사용하여 원격 프로시저를 로컬 프로시저처럼 호출하는 방식의 미들웨어는?,,WAS(Web Application Server),MOM(Message Oriented Middleware),RPC(Remote Procedure Call),ORB(Object Request Broker),3,,83,
306,4,6,바람직한 소프트웨어 설계 지침이 아닌 것은?,,모듈의 기능을 예측할 수 있도록 정의한다.,이식성을 고려한다.,적당한 모듈의 크기를 유지한다.,가능한 모듈을 독립적으로 생성하고 결합도를 최대화한다.,4,,92,
307,4,7,객체지향 분석 방법론 중 Coad-Yourdon 방법에 해당하는 것은?,,E-R 다이어그램을 사용하여 객체의 행위를 데이터 모델링하는데 초점을 둔 방법이다.,"객체, 동적, 기능 모델로 나누어 수행하는 방법이다.",미시적 개발 프로세스와 거시적 개발 프로세스를 모두 사용하는 방법이다.,Use-Case를 강조하여 사용하는 방법이다.,1,,73,
308,4,8,다음은 어떤 프로그램 구조를 나타낸다. 모듈 F에서의 fan-in과 fan-out의 수는 얼마인가?,https://www.cbtbank.kr/images/iz/iz20210307/iz20210307m8.gif,"fan-in : 2, fan-out : 3","fan-in : 3, fan-out : 2","fan-in : 1, fan-out : 2","fan-in : 2, fan-out : 1",2,,88,
309,4,9,현행 시스템 분석에서 고려하지 않아도 되는 항목은?,,DBMS 분석,네트워크 분석,운영체제 분석,인적 자원 분석,4,,85,
310,4,10,"분산 컴퓨팅 환경에서 서로 다른 기종 간의 하드웨어나 프로토콜, 통신환경 등을 연결하여 응용프로그램과 운영환경 간에 원만한 통신이 이루어질 수 있게 서비스를 제공하는 소프트웨어는?",,미들웨어,하드웨어,오픈허브웨어,그레이웨어,1,,93,
311,4,11,CASE(Computer Aided Software Engineering)에 대한 설명으로 틀린 것은?,,소프트웨어 모듈의 재사용성이 향상된다.,자동화된 기법을 통해 소프트웨어 품질이 향상된다.,소프트웨어 사용자들에게 사용 방법을 신속히 숙지시키기 위해 사용된다.,소프트웨어 유지보수를 간편하게 수행할 수 있다.,3,,85,
312,4,12,UML(Unified Modeling Language)에 대한 설명 중 틀린 것은?,,"기능적 모델은 사용자 측면에서 본 시스템 기능이며, UML에서는 Use case Diagram을 사용한다.","정적 모델은 객체, 속성, 연관관계, 오퍼레이션의 시스템의 구조를 나타내며, UML에서는 Class Diagram을 사용한다.","동적 모델은 시스템의 내부 동작을 말하며, UML에서는 Sequence Diagram, State Diagram, Activity Diagram을 사용한다.","State Diagram은 객체들 사이의 메시지 교환을 나타내며, Sequence Diagram은 하나의 객체가 가진 상태와 그 상태의 변화에 의한 동작순서를 나타낸다.",4,,66,
313,4,13,기본 유스케이스 수행 시 특별한 조건을 만족할 때 수행하는 유스케이스는?,,연관,확장,선택,특화,2,,63,
314,4,14,다음 중 요구사항 모델링에 활용되지 않는 것은?,,애자일(Agile) 방법,유스케이스 다이어그램(Use Case Diagram),시컨스 다이어그램(Sequence Diagram),단계 다이어그램(Phase Diagram),4,,66,
315,4,15,디자인 패턴을 이용한 소프트웨어 재사용으로 얻어지는 장점이 아닌 것은?,,소프트웨어 코드의 품질을 향상시킬 수 있다.,개발 프로세스를 무시할 수 있다.,개발자들 사이의 의사소통을 원활하게 할 수 있다.,소프트웨어의 품질과 생산성을 향상시킬 수 있다.,2,,94,
316,4,16,"럼바우(Rumbaugh) 분석기법에서 정보모델링이라고도 하며, 시스템에서 요구되는 객체를 찾아내어 속성과 연산 식별 및 객체들 간의 관계를 규정하여 다이어그램을 표시하는 모델링은?",,Object,Dynamic,Function,Static,1,,77,
317,4,17,"소프트웨어를 개발하기 위한 비즈니스(업무)를 객체와 속성, 클래스와 멤버, 전체와 부분 등으로 나누어서 분석해 내는 기법은?",,객체지향 분석,구조적 분석,기능적 분석,실시간 분석,1,,64,
318,4,18,애자일 소프트웨어 개발 기법의 가치가 아닌 것은?,,프로세스의 도구보다는 개인과 상호작용에 더 가치를 둔다.,계약 협상보다는 고객과의 협업에 더 가치를 둔다.,실제 작동하는 소프트웨어보다는 이해하기 좋은 문서에 더 가치를 둔다.,계획을 따르기보다는 변화에 대응하는 것에 더 가치를 둔다.,3,,90,
319,4,19,"UML 다이어그램 중 시스템 내 클래스의 정적 구조를 표현하고 클래스와 클래스, 클래스의 속성 사이의 관계를 나타내는 것은?",,Activity Diagram,Modea Diagram,State Diagram,Class Diagram,4,,81,
320,4,20,소프트웨어 설계시 제일 상위에 있는 main user function에서 시작하여 기능을 하위 기능들로 분할해 가면서 설계하는 방식은?,,객체 지향 설계,데이터 흐름 설계,상향식 설계,하향식 설계,4,,88,
321,4,21,구현 단계에서의 작업 절차를 순서에 맞게 나열한 것은?,https://www.cbtbank.kr/images/iz/iz20210307/iz20210307m21.gif,㉠-㉡-㉢-㉣,㉡-㉠-㉣-㉢,㉢-㉠-㉡-㉣,㉣-㉡-㉠-㉢,2,,89,
322,4,22,다음 자료에 대하여 “Selection Sort”를 사용하여 오름차순으로 정렬한 경우 PASS 3의 결과는?,https://www.cbtbank.kr/images/iz/iz20210307/iz20210307m22.gif,"3, 4, 7, 9, 8","3, 4, 8, 9, 7","3, 8, 4, 9, 7","3, 4, 7, 8, 9",1,,60,
323,4,23,하향식 통합시험을 위해 일시적으로 필요한 조건만을 가지고 임시로 제공되는 시험용 모듈은?,,Stub,Driver,Procedure,Function,1,,83,
324,4,24,다음 전위식(prefix)을 후위식(postfix)으로 옳게 표현한 것은?,https://www.cbtbank.kr/images/iz/iz20210307/iz20210307m24.gif,A B C + D / * E -,A B * C D / + E -,A B * C + D / E -,A B C + * D / E -,4,,65,
325,4,25,"그래프의 특수한 형태로 노드(Node)와 선분(Branch)으로 되어 있고, 정점 사이에 사이클(Cycle)이 형성되어 있지 않으며, 자료 사이의 관계성이 계층 형식으로 나타나는 비선형 구조는?",,tree,network,stack,distributed,1,,86,
326,4,26,스택에 대한 설명으로 틀린 것은?,,입출력이 한쪽 끝으로만 제한된 리스트이다.,Head(front)와 Tail(rear)의 2개 포인터를 갖고 있다.,LIFO 구조이다.,더 이상 삭제할 데이터가 없는 상태에서 데이터를 삭제하면 언더플로(Underflow)가 발생한다.,2,,75,
327,4,27,디지털 저작권 관리(DRM)에 사용되는 기술요소가 아닌 것은?,,키관리,방화벽,암호화,크랙방지,2,,83,
328,4,28,여러 개의 선택 항목 중 하나의 선택만 가능한 경우 사용하는 사용자 인터페이스(UI)요소는?,,토글 버튼,텍스트 박스,라디오 버튼,체크 박스,3,,79,
329,4,29,소프트웨어의 일부분을 다른 시스템에서 사용할 수 있는 정도를 의미하는 것은?,,신뢰성(Reliability),유지보수성(Maintainability),가시성(Visibility),재사용성(Reusability),4,,86,
330,4,30,자료구조에 대한 설명으로 틀린 것은?,,큐는 비선형구조에 해당한다.,큐는 First In – First Out 처리를 수행한다.,스택은 Last In – First out 처리를 수행한다.,"스택은 서브루틴 호출, 인터럽트 처리, 수식 계산 및 수식 표기법에 응용된다.",1,,80,
331,4,31,다음 중 블랙박스 검사 기법은?,,경계값 분석,조건 검사,기초 경로 검사,루프 검사,1,,78,
332,4,32,이진 검색 알고리즘에 대한 설명으로 틀린 것은?,,탐색 효율이 좋고 탐색 시간이 적게 소요된다.,검색할 데이터가 정렬되어 있어야 한다.,피보나치 수열에 따라 다음에 비교할 대상을 선정하여 검색한다.,비교횟수를 거듭할 때마다 검색 대상이 되는 데이터의 수가 절반으로 줄어든다.,3,,67,
333,4,33,소프트웨어 품질목표 중 쉽게 배우고 사용할 수 있는 정도를 나타내는 것은?,,Correctness,Reliability,Usability,Integrity,3,,86,
334,4,34,테스트 케이스에 일반적으로 포함되는 항목이 아닌 것은?,,테스트 조건,테스트 데이터,테스트 비용,예상 결과,3,,82,
335,4,35,소프트웨어 설치 매뉴얼에 포함될 항목이 아닌 것은?,,제품 소프트웨어 개요,설치 관련 파일,프로그램 삭제,소프트웨어 개발 기간,4,,89,
336,4,36,소프트웨어 형상관리(Configuration management)에 관한 설명으로 틀린 것은?,,소프트웨어에서 일어나는 수정이나 변경을 알아내고 제어하는 것을 의미한다.,"소프트웨어 개발의 전체 비용을 줄이고, 개발 과정의 여러 방해 요인이 최소화되도록 보증하는 것을 목적으로 한다.",형상관리를 위하여 구성된 팀을 “chief programmer team”이라고 한다.,형상관리의 기능 중 하나는 버전 제어 기술이다.,3,,69,
337,4,37,퀵 정렬에 관한 설명으로 옳은 것은?,,레코드의 키 값을 분석하여 같은 값끼리 그 순서에 맞는 버킷에 분배하였다가 버킷의 순서대로 레코드를 꺼내어 정렬한다.,주어진 파일에서 인접한 두 개의 레코드 키 값을 비교하여 그 크기에 따라 레코드 위치를 서로 교환한다.,레코드의 많은 자료 이동을 없애고 하나의 파일을 부분적으로 나누어 가면서 정렬한다.,임의의 레코드 키와 매개변수(h)값만큼 떨어진 곳의 레코드 키를 비교하여 서로 교환해 가면서 정렬한다.,3,,53,
338,4,38,해싱 함수(Hashing Function)의 종류가 아닌 것은?,,제곱법(mid-square),숫자분석법(digit analysis),개방주소법(open addressing),제산법(division),3,,65,
339,4,39,필드 테스팅(field testing)이라고도 불리며 개발자 없이 고객의 사용 환경에 소프트웨어를 설치하여 검사를 수행하는 인수검사 기법은?,,베타 검사,알파 검사,형상 검사,복구 검사,1,,81,
340,4,40,다음 트리를 Preorder 운행법으로 운행할 경우 다섯 번째로 탐색되는 것은?,https://www.cbtbank.kr/images/iz/iz20210307/iz20210307m40.gif,C,E,G,H,2,,87,
